term,grade,sub_grade,home_ownership,verification_status,loan_status,earliest_cr_line,new_delinq_2yrs,new_inq_last_6mths,new_pub_rec
36 months,B,B2,RENT,Not Verified,Fully Paid,JAN1997,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,JAN1991,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,NOV1995,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,APR2000,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JUL1996,Delinquent,No Inquiries,good
36 months,D,D1,RENT,Not Verified,Charged Off,NOV2005,Not Delinquent,No Inquiries,good
60 months,B,B4,RENT,Source Verified,Charged Off,JUL2006,Not Delinquent,No Inquiries,good
60 months,D,D2,OWN,Not Verified,Charged Off,NOV2000,Not Delinquent,Low,good
36 months,B,B3,OWN,Not Verified,Fully Paid,AUG2004,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,AUG2002,Not Delinquent,No Inquiries,good
60 months,E,E5,OWN,Verified,Charged Off,AUG2000,Not Delinquent,Low,good
36 months,D,D1,RENT,Verified,Fully Paid,AUG2001,Not Delinquent,Low,good
60 months,E,E5,RENT,Verified,Fully Paid,DEC2003,Not Delinquent,No Inquiries,good
36 months,A,A1,RENT,Not Verified,Fully Paid,OCT2001,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,JUN2001,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Source Verified,Fully Paid,OCT2000,Not Delinquent,No Inquiries,good
36 months,C,C1,RENT,Not Verified,Fully Paid,OCT2000,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Verified,Fully Paid,NOV1981,Not Delinquent,Low,good
36 months,B,B1,RENT,Verified,Fully Paid,JAN2000,Not Delinquent,Low,good
60 months,E,E4,RENT,Verified,Charged Off,DEC1997,Not Delinquent,Low,good
60 months,E,E1,RENT,Verified,Charged Off,APR2000,Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,APR2000,Not Delinquent,No Inquiries,good
36 months,A,A1,RENT,Not Verified,Fully Paid,OCT2003,Not Delinquent,No Inquiries,good
60 months,C,C4,OWN,Verified,Charged Off,JUL1995,Not Delinquent,Low,good
60 months,D,D3,MORTGAGE,Verified,Charged Off,AUG1988,Not Delinquent,Low,good
36 months,D,D1,RENT,Verified,Fully Paid,SEP2003,Delinquent,Low,good
36 months,C,C4,RENT,Not Verified,Fully Paid,DEC2000,Not Delinquent,Low,good
60 months,C,C3,MORTGAGE,Verified,Fully Paid,JUL1993,Not Delinquent,Low,good
36 months,B,B4,RENT,Source Verified,Fully Paid,SEP2003,Not Delinquent,No Inquiries,good
60 months,D,D4,MORTGAGE,Verified,Fully Paid,MAR2003,Not Delinquent,Low,good
36 months,B,B4,RENT,Source Verified,Charged Off,JUN2001,Not Delinquent,Low,good
36 months,A,A1,RENT,Not Verified,Fully Paid,DEC2003,Not Delinquent,No Inquiries,good
60 months,E,E2,RENT,Verified,Fully Paid,JAN1992,Not Delinquent,Low,good
60 months,E,E2,RENT,Source Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Charged Off,MAR1998,Not Delinquent,No Inquiries,good
36 months,C,C4,MORTGAGE,Verified,Fully Paid,NOV2002,Not Delinquent,Low,good
36 months,C,C1,RENT,Verified,Fully Paid,FEB2007,Not Delinquent,No Inquiries,good
36 months,B,B4,OWN,Verified,Fully Paid,MAR1990,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,APR2002,Not Delinquent,No Inquiries,good
60 months,B,B2,MORTGAGE,Verified,Fully Paid,AUG1982,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,OCT1991,Not Delinquent,Low,good
60 months,D,D2,RENT,Verified,Fully Paid,MAR1995,Not Delinquent,Low,good
60 months,D,D3,MORTGAGE,Source Verified,Fully Paid,FEB1993,Not Delinquent,No Inquiries,good
60 months,C,C5,MORTGAGE,Verified,Fully Paid,NOV2003,Delinquent,Low,good
60 months,B,B5,OWN,Source Verified,Fully Paid,OCT2002,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Charged Off,OCT2001,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Charged Off,DEC1992,Not Delinquent,High,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JAN2003,Not Delinquent,Low,good
36 months,C,C3,RENT,Not Verified,Fully Paid,OCT2002,Not Delinquent,Low,good
36 months,C,C5,MORTGAGE,Verified,Fully Paid,JAN1995,Not Delinquent,Low,good
36 months,B,B3,RENT,Source Verified,Charged Off,MAY2000,Not Delinquent,No Inquiries,good
36 months,D,D2,MORTGAGE,Source Verified,Fully Paid,JUL1998,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
60 months,E,E2,MORTGAGE,Source Verified,Fully Paid,FEB2004,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Source Verified,Charged Off,APR2000,Not Delinquent,Low,good
36 months,C,C1,RENT,Not Verified,Fully Paid,JUL1989,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,DEC1996,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,JUN2002,Not Delinquent,Low,good
60 months,D,D4,OWN,Verified,Fully Paid,MAY1990,Not Delinquent,Low,good
36 months,A,A4,RENT,Source Verified,Fully Paid,FEB2006,Not Delinquent,Low,good
36 months,A,A1,OWN,Not Verified,Fully Paid,JUL1994,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Verified,Fully Paid,SEP2001,Not Delinquent,Low,good
36 months,A,A3,RENT,Not Verified,Charged Off,SEP1996,Not Delinquent,Low,good
60 months,C,C5,MORTGAGE,Verified,Fully Paid,MAR1984,Not Delinquent,Low,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,JUN2000,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Source Verified,Fully Paid,NOV1995,Delinquent,Low,moderate
36 months,A,A4,RENT,Not Verified,Fully Paid,MAY2006,Not Delinquent,No Inquiries,good
60 months,E,E2,RENT,Source Verified,Charged Off,AUG2003,Delinquent,Low,good
60 months,E,E3,RENT,Verified,Charged Off,AUG2000,Not Delinquent,No Inquiries,good
36 months,C,C4,OWN,Verified,Fully Paid,SEP2002,Not Delinquent,Low,good
36 months,C,C5,RENT,Verified,Fully Paid,NOV1999,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Verified,Charged Off,SEP2005,Not Delinquent,Low,good
36 months,B,B3,RENT,Verified,Fully Paid,JUL1998,Not Delinquent,No Inquiries,good
60 months,C,C4,RENT,Not Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Fully Paid,MAR2007,Not Delinquent,Low,good
36 months,A,A5,OWN,Not Verified,Fully Paid,SEP1998,Not Delinquent,No Inquiries,good
36 months,D,D3,RENT,Not Verified,Fully Paid,MAR2008,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Not Verified,Fully Paid,NOV2000,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,AUG1998,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,APR1994,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JAN2005,Not Delinquent,Low,good
60 months,E,E2,MORTGAGE,Verified,Fully Paid,OCT2005,Delinquent,Low,good
36 months,A,A5,RENT,Source Verified,Charged Off,NOV2005,Not Delinquent,No Inquiries,good
36 months,A,A4,OWN,Verified,Fully Paid,JUL1986,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,DEC2005,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,AUG1999,Not Delinquent,No Inquiries,good
60 months,B,B5,OWN,Verified,Charged Off,JUN2004,Not Delinquent,Low,good
36 months,B,B5,RENT,Source Verified,Charged Off,MAY2007,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Not Verified,Fully Paid,APR1999,Delinquent,No Inquiries,moderate
36 months,B,B1,RENT,Not Verified,Fully Paid,OCT2005,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Verified,Fully Paid,AUG1998,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Not Verified,Fully Paid,JUL1993,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Verified,Fully Paid,OCT2002,Not Delinquent,Low,good
60 months,B,B4,MORTGAGE,Verified,Fully Paid,AUG1990,Not Delinquent,No Inquiries,good
60 months,A,A4,RENT,Verified,Charged Off,JUL1994,Not Delinquent,No Inquiries,good
60 months,B,B5,MORTGAGE,Not Verified,Fully Paid,SEP2002,Not Delinquent,High,good
36 months,D,D1,RENT,Not Verified,Fully Paid,MAY1992,Not Delinquent,Low,good
60 months,D,D5,MORTGAGE,Source Verified,Fully Paid,DEC1999,Not Delinquent,Low,good
36 months,A,A2,RENT,Source Verified,Fully Paid,JUN2004,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Verified,Fully Paid,APR1994,Not Delinquent,No Inquiries,moderate
36 months,B,B3,RENT,Source Verified,Fully Paid,FEB2005,Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Source Verified,Fully Paid,JUL2000,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Not Verified,Fully Paid,DEC1999,Not Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Fully Paid,JUN2001,Not Delinquent,Low,good
60 months,C,C1,MORTGAGE,Source Verified,Fully Paid,NOV1995,Not Delinquent,No Inquiries,good
36 months,C,C4,MORTGAGE,Not Verified,Fully Paid,OCT1991,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
36 months,C,C2,MORTGAGE,Not Verified,Fully Paid,MAR2003,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Not Verified,Fully Paid,MAY1999,Delinquent,Low,good
60 months,F,F2,MORTGAGE,Source Verified,Fully Paid,MAR1988,Not Delinquent,Low,good
36 months,C,C3,MORTGAGE,Source Verified,Fully Paid,MAY2002,Not Delinquent,Low,good
36 months,C,C2,RENT,Not Verified,Fully Paid,JAN2007,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Not Verified,Fully Paid,MAY1994,Not Delinquent,No Inquiries,good
36 months,D,D1,MORTGAGE,Not Verified,Fully Paid,MAY1996,Not Delinquent,Low,good
60 months,F,F2,MORTGAGE,Verified,Fully Paid,JUL2001,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Not Verified,Fully Paid,OCT1998,Not Delinquent,No Inquiries,good
36 months,C,C1,OWN,Verified,Fully Paid,DEC2002,Not Delinquent,Low,good
36 months,A,A3,RENT,Verified,Fully Paid,MAY1983,Not Delinquent,No Inquiries,good
36 months,E,E1,RENT,Source Verified,Charged Off,SEP2007,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Fully Paid,SEP2002,Not Delinquent,No Inquiries,good
60 months,C,C3,RENT,Verified,Charged Off,NOV1995,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,JAN2007,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Source Verified,Fully Paid,DEC2001,Not Delinquent,Low,good
60 months,B,B5,MORTGAGE,Verified,Fully Paid,JUN1983,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Not Verified,Fully Paid,DEC2001,Not Delinquent,No Inquiries,good
36 months,B,B4,MORTGAGE,Verified,Fully Paid,NOV2000,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,JAN1997,Not Delinquent,Low,good
36 months,A,A4,RENT,Verified,Fully Paid,MAY2000,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Not Verified,Charged Off,APR1993,Not Delinquent,Low,moderate
36 months,A,A4,RENT,Source Verified,Fully Paid,AUG2000,Not Delinquent,No Inquiries,good
36 months,C,C2,RENT,Source Verified,Charged Off,NOV2004,Not Delinquent,Low,good
60 months,E,E2,RENT,Source Verified,Fully Paid,AUG1993,Not Delinquent,Low,good
36 months,C,C5,MORTGAGE,Not Verified,Fully Paid,AUG2002,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,JAN1998,Not Delinquent,No Inquiries,good
36 months,B,B1,MORTGAGE,Source Verified,Fully Paid,MAY1997,Not Delinquent,Low,good
60 months,D,D2,MORTGAGE,Verified,Fully Paid,SEP2002,Not Delinquent,Low,good
60 months,C,C1,MORTGAGE,Source Verified,Charged Off,JUL1978,Not Delinquent,Low,good
60 months,E,E3,RENT,Verified,Fully Paid,JAN1996,Not Delinquent,Low,good
36 months,C,C4,RENT,Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
60 months,B,B3,RENT,Source Verified,Charged Off,DEC1999,Not Delinquent,No Inquiries,good
36 months,A,A4,MORTGAGE,Source Verified,Fully Paid,NOV1991,Not Delinquent,Low,good
60 months,D,D2,RENT,Verified,Charged Off,MAR1995,Not Delinquent,Low,good
60 months,D,D4,RENT,Not Verified,Fully Paid,NOV2003,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Verified,Fully Paid,AUG2002,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Verified,Fully Paid,FEB2000,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Verified,Fully Paid,DEC1981,Not Delinquent,High,good
36 months,B,B1,RENT,Verified,Fully Paid,DEC2001,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,MAR1992,Not Delinquent,No Inquiries,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,MAY1996,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,MAY2000,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Not Verified,Fully Paid,APR1999,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Verified,Fully Paid,DEC1988,Delinquent,No Inquiries,good
36 months,E,E2,MORTGAGE,Source Verified,Fully Paid,JAN1981,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Verified,Fully Paid,NOV2000,Not Delinquent,No Inquiries,good
60 months,D,D4,RENT,Verified,Fully Paid,APR2001,Not Delinquent,Low,good
36 months,B,B4,MORTGAGE,Not Verified,Fully Paid,JUL2002,Not Delinquent,Low,good
36 months,D,D1,RENT,Not Verified,Fully Paid,SEP2003,Not Delinquent,No Inquiries,good
36 months,B,B1,OWN,Not Verified,Fully Paid,SEP1990,Not Delinquent,No Inquiries,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,NOV2003,Not Delinquent,Low,good
60 months,C,C1,MORTGAGE,Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
36 months,B,B1,RENT,Not Verified,Fully Paid,APR1993,Not Delinquent,No Inquiries,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JUN1998,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Source Verified,Fully Paid,DEC1997,Not Delinquent,Low,good
36 months,A,A1,MORTGAGE,Not Verified,Fully Paid,MAY1993,Not Delinquent,No Inquiries,good
36 months,D,D5,RENT,Verified,Charged Off,MAR2006,Not Delinquent,No Inquiries,good
36 months,B,B4,OWN,Verified,Fully Paid,NOV2006,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Not Verified,Fully Paid,MAY2001,Not Delinquent,Low,good
36 months,A,A5,RENT,Verified,Fully Paid,JAN1995,Not Delinquent,Low,good
60 months,D,D3,RENT,Source Verified,Charged Off,NOV1996,Not Delinquent,Low,good
36 months,A,A2,MORTGAGE,Source Verified,Fully Paid,FEB1997,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Charged Off,DEC1997,Not Delinquent,Low,good
36 months,B,B5,MORTGAGE,Not Verified,Fully Paid,JAN1992,Not Delinquent,No Inquiries,good
36 months,D,D1,RENT,Verified,Charged Off,NOV1998,Delinquent,No Inquiries,good
60 months,E,E1,MORTGAGE,Source Verified,Fully Paid,JAN2001,Not Delinquent,No Inquiries,good
36 months,B,B5,RENT,Source Verified,Fully Paid,APR2002,Not Delinquent,Low,good
60 months,D,D4,MORTGAGE,Source Verified,Fully Paid,JUN2004,Not Delinquent,Low,good
36 months,B,B4,RENT,Source Verified,Fully Paid,OCT2004,Not Delinquent,No Inquiries,good
36 months,A,A2,RENT,Verified,Fully Paid,NOV1999,Not Delinquent,Low,good
60 months,C,C1,MORTGAGE,Verified,Fully Paid,JUN2001,Not Delinquent,No Inquiries,good
36 months,A,A5,RENT,Not Verified,Fully Paid,JUN2002,Not Delinquent,No Inquiries,good
60 months,B,B3,RENT,Verified,Fully Paid,JAN2003,Not Delinquent,No Inquiries,good
60 months,D,D5,MORTGAGE,Verified,Fully Paid,SEP1999,Not Delinquent,Low,good
36 months,D,D3,RENT,Not Verified,Charged Off,MAR2002,Not Delinquent,Low,good
36 months,D,D5,MORTGAGE,Not Verified,Fully Paid,JAN1988,Delinquent,Low,good
36 months,B,B3,RENT,Source Verified,Fully Paid,NOV2002,Not Delinquent,Low,good
60 months,D,D2,RENT,Verified,Fully Paid,AUG1997,Not Delinquent,No Inquiries,good
36 months,A,A4,RENT,Source Verified,Charged Off,DEC1992,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Source Verified,Fully Paid,APR1999,Not Delinquent,No Inquiries,good
36 months,A,A3,MORTGAGE,Source Verified,Fully Paid,MAR1998,Not Delinquent,No Inquiries,good
36 months,A,A3,RENT,Source Verified,Fully Paid,AUG2002,Not Delinquent,Low,good
36 months,C,C4,OWN,Not Verified,Charged Off,MAY2000,Not Delinquent,Low,good
60 months,B,B5,RENT,Verified,Fully Paid,APR2001,Not Delinquent,No Inquiries,good
60 months,B,B4,MORTGAGE,Source Verified,Fully Paid,JUL1995,Not Delinquent,Low,good
36 months,A,A3,MORTGAGE,Verified,Fully Paid,SEP2000,Not Delinquent,Low,good
60 months,E,E3,RENT,Verified,Charged Off,AUG2000,Not Delinquent,No Inquiries,good
60 months,A,A5,RENT,Not Verified,Charged Off,AUG1987,Not Delinquent,No Inquiries,good
36 months,C,C4,RENT,Not Verified,Fully Paid,AUG2008,Not Delinquent,Low,good
60 months,E,E2,RENT,Verified,Fully Paid,OCT1994,Not Delinquent,No Inquiries,good
60 months,C,C2,MORTGAGE,Verified,Fully Paid,OCT1986,Not Delinquent,No Inquiries,good
36 months,A,A5,MORTGAGE,Verified,Fully Paid,MAY2006,Not Delinquent,Low,good
36 months,C,C1,OWN,Not Verified,Fully Paid,FEB1994,Not Delinquent,No Inquiries,good
60 months,B,B3,MORTGAGE,Verified,Fully Paid,JUL1998,Not Delinquent,No Inquiries,good
60 months,E,E5,OWN,Verified,Charged Off,DEC1984,Not Delinquent,Low,good
36 months,A,A4,RENT,Source Verified,Fully Paid,OCT2002,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Source Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
60 months,B,B2,OWN,Verified,Fully Paid,JUN1996,Not Delinquent,No Inquiries,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,SEP1996,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Not Verified,Fully Paid,OCT2004,Not Delinquent,No Inquiries,good
36 months,B,B3,RENT,Not Verified,Fully Paid,MAR2002,Not Delinquent,Low,good
36 months,D,D1,RENT,Source Verified,Fully Paid,DEC1999,Not Delinquent,Low,good
36 months,B,B4,RENT,Verified,Fully Paid,OCT1998,Not Delinquent,Low,good
60 months,C,C3,RENT,Verified,Charged Off,NOV2000,Not Delinquent,Low,good
60 months,C,C2,MORTGAGE,Verified,Fully Paid,MAY2000,Not Delinquent,Low,good
36 months,B,B4,RENT,Verified,Fully Paid,MAY2000,Not Delinquent,No Inquiries,good
36 months,B,B2,MORTGAGE,Verified,Fully Paid,MAR2002,Not Delinquent,Low,good
36 months,C,C3,RENT,Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
60 months,C,C3,RENT,Verified,Fully Paid,AUG2005,Not Delinquent,Low,good
36 months,B,B2,RENT,Not Verified,Fully Paid,FEB1998,Not Delinquent,No Inquiries,good
60 months,B,B3,MORTGAGE,Verified,Fully Paid,FEB1999,Not Delinquent,No Inquiries,good
36 months,D,D2,RENT,Verified,Fully Paid,NOV2004,Not Delinquent,No Inquiries,good
36 months,B,B4,RENT,Verified,Charged Off,MAY2000,Not Delinquent,Low,good
36 months,C,C2,OWN,Source Verified,Fully Paid,NOV1995,Not Delinquent,Low,good
60 months,D,D5,MORTGAGE,Verified,Fully Paid,AUG1997,Not Delinquent,No Inquiries,good
36 months,C,C5,RENT,Source Verified,Fully Paid,FEB2006,Not Delinquent,Low,good
36 months,B,B3,RENT,Not Verified,Fully Paid,AUG2002,Not Delinquent,No Inquiries,good
60 months,C,C1,RENT,Verified,Fully Paid,JUN1999,Not Delinquent,No Inquiries,good
60 months,D,D4,MORTGAGE,Verified,Fully Paid,JAN2005,Not Delinquent,Low,good
36 months,C,C5,RENT,Source Verified,Fully Paid,NOV2008,Not Delinquent,Low,good
60 months,E,E2,OWN,Verified,Fully Paid,JAN2003,Not Delinquent,Low,good
36 months,C,C4,RENT,Verified,Charged Off,APR2002,Not Delinquent,Low,good
60 months,D,D5,RENT,Verified,Fully Paid,JUL2006,Not Delinquent,Low,good
36 months,A,A3,RENT,Not Verified,Fully Paid,MAR2001,Not Delinquent,Low,good
36 months,B,B5,RENT,Not Verified,Charged Off,MAR1996,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,APR1998,Not Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Source Verified,Fully Paid,NOV2000,Not Delinquent,Low,good
36 months,C,C5,OWN,Source Verified,Fully Paid,FEB2002,Not Delinquent,Low,good
36 months,B,B3,RENT,Verified,Fully Paid,OCT2000,Not Delinquent,Low,good
60 months,E,E1,MORTGAGE,Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
60 months,E,E4,RENT,Source Verified,Charged Off,MAR1996,Not Delinquent,Low,moderate
36 months,A,A4,RENT,Not Verified,Fully Paid,JAN2001,Not Delinquent,Low,good
36 months,A,A4,MORTGAGE,Not Verified,Charged Off,JUL1979,Not Delinquent,No Inquiries,good
36 months,B,B1,RENT,Not Verified,Fully Paid,JAN1993,Not Delinquent,Low,good
60 months,B,B1,MORTGAGE,Verified,Fully Paid,DEC2000,Not Delinquent,No Inquiries,good
36 months,C,C3,RENT,Verified,Charged Off,NOV1998,Not Delinquent,Low,good
36 months,B,B3,MORTGAGE,Verified,Fully Paid,JUL2000,Not Delinquent,No Inquiries,good
60 months,E,E5,RENT,Source Verified,Charged Off,MAR2004,Not Delinquent,Low,good
60 months,G,G3,RENT,Source Verified,Fully Paid,MAR1997,Not Delinquent,Low,good
36 months,D,D1,RENT,Source Verified,Charged Off,OCT2001,Not Delinquent,Low,good
60 months,F,F2,OWN,Verified,Fully Paid,NOV1998,Not Delinquent,Low,good
36 months,C,C1,MORTGAGE,Verified,Fully Paid,MAY1987,Not Delinquent,No Inquiries,good
36 months,D,D1,RENT,Source Verified,Fully Paid,JUL2005,Not Delinquent,Low,good
60 months,C,C4,RENT,Verified,Fully Paid,OCT1999,Not Delinquent,Low,good
60 months,D,D4,RENT,Verified,Charged Off,JUN2005,Not Delinquent,Low,good
36 months,B,B4,RENT,Not Verified,Charged Off,DEC1996,Not Delinquent,No Inquiries,good
36 months,B,B2,RENT,Not Verified,Fully Paid,JUN2003,Not Delinquent,No Inquiries,good
36 months,A,A1,RENT,Source Verified,Fully Paid,JUL1971,Not Delinquent,No Inquiries,good
60 months,D,D2,RENT,Verified,Fully Paid,APR1992,Not Delinquent,No Inquiries,good
36 months,D,D3,RENT,Not Verified,Fully Paid,MAR2006,Not Delinquent,Low,good
36 months,C,C3,RENT,Verified,Fully Paid,JUN2003,Not Delinquent,Low,good
36 months,B,B2,MORTGAGE,Not Verified,Fully Paid,OCT2001,Not Delinquent,Low,good
36 months,B,B1,MORTGAGE,Not Verified,Fully Paid,FEB2000,Not Delinquent,Low,good
36 months,A,A5,MORTGAGE,Source Verified,Fully Paid,MAY1983,Delinquent,No Inquiries,good
36 months,A,A2,MORTGAGE,Not Verified,Fully Paid,JUN1996,Not Delinquent,Low,good
